,Basic Box Score Stats
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
John Collins,32:48,11,15,.733,0,2,.000,0,0,,7,9,16,1,1,0,1,2,22,+22
Lauri Markkanen,32:46,11,20,.550,6,12,.500,1,2,.500,1,6,7,5,3,0,3,3,29,+11
Simone Fontecchio,21:13,4,7,.571,2,3,.667,0,0,,2,5,7,2,0,0,0,1,10,+11
Collin Sexton,16:52,4,11,.364,1,2,.500,2,2,1.000,1,2,3,6,1,0,2,2,11,+2
Kris Dunn,16:52,2,4,.500,0,1,.000,0,0,,0,1,1,3,1,0,0,1,4,+2
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Keyonte George,31:08,1,6,.167,0,2,.000,3,4,.750,0,4,4,7,0,0,3,0,5,+13
Jordan Clarkson,30:09,7,17,.412,1,4,.250,4,4,1.000,0,3,3,8,0,0,4,1,19,+16
Kelly Olynyk,21:01,8,11,.727,3,4,.750,0,0,,2,2,4,2,0,0,1,3,19,+13
Ochai Agbaji,20:01,0,3,.000,0,1,.000,0,0,,0,4,4,0,0,1,1,1,0,-2
Walker Kessler,15:12,2,3,.667,0,0,,0,0,,0,3,3,0,0,1,0,5,4,-7
Luka Šamanić,0:58,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3
Omer Yurtseven,0:58,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3
Talen Horton-Tucker,Did Not Play
Team Totals,240,50,97,.515,13,31,.419,10,12,.833,13,39,52,34,6,2,15,19,123,
,Basic Box Score Stats
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
John Collins,7:07,2,3,.667,0,0,,0,0,,2,2,4,0,0,0,0,1,4,+4
Lauri Markkanen,12:00,5,9,.556,2,6,.333,1,2,.500,0,1,1,2,1,0,1,1,13,+7
Simone Fontecchio,12:00,3,5,.600,2,3,.667,0,0,,0,4,4,2,0,0,0,0,8,+7
Collin Sexton,7:07,2,5,.400,0,0,,1,1,1.000,0,1,1,3,0,0,1,0,5,+4
Kris Dunn,7:07,2,2,1.000,0,0,,0,0,,0,0,0,1,1,0,0,0,4,+4
