,Basic Box Score Stats
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Jabari Smith Jr.,27:23,4,11,.364,0,4,.000,1,1,1.000,1,5,6,2,0,0,2,2,9,-20
Dillon Brooks,24:56,3,8,.375,0,1,.000,6,6,1.000,1,0,1,0,1,0,0,4,12,-20
Alperen Şengün,24:25,8,17,.471,0,2,.000,3,3,1.000,2,8,10,3,4,0,3,3,19,-14
Fred VanVleet,22:38,2,6,.333,1,3,.333,0,0,,1,0,1,7,0,1,0,2,5,-15
Jalen Green,20:15,3,9,.333,2,5,.400,2,2,1.000,0,3,3,1,0,0,1,0,10,-17
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Cam Whitmore,27:45,7,13,.538,2,7,.286,6,8,.750,1,6,7,0,1,1,1,2,22,-15
Amen Thompson,24:55,3,10,.300,0,0,,4,4,1.000,3,7,10,3,3,0,4,0,10,-14
Jeff Green,14:01,3,5,.600,1,1,1.000,2,2,1.000,0,1,1,1,0,0,0,1,9,-6
Jock Landale,12:00,1,6,.167,0,3,.000,0,0,,3,0,3,1,0,0,0,0,2,-6
Jeenathan Williams,9:08,2,3,.667,0,0,,1,1,1.000,2,0,2,0,0,0,0,1,5,+1
Jae'Sean Tate,9:01,0,0,,0,0,,0,0,,0,0,0,0,1,0,1,1,0,-13
Aaron Holiday,8:49,2,6,.333,0,3,.000,1,2,.500,0,0,0,1,0,0,0,0,5,-13
Reggie Bullock,8:05,1,1,1.000,1,1,1.000,0,0,,0,3,3,1,0,1,0,1,3,-8
Boban Marjanović,6:39,1,4,.250,0,0,,0,1,.000,1,2,3,0,0,0,0,1,2,0
Team Totals,240,40,99,.404,7,30,.233,26,30,.867,15,35,50,20,10,3,12,18,113,
,Basic Box Score Stats
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Jabari Smith Jr.,8:38,2,3,.667,0,1,.000,1,1,1.000,1,2,3,1,0,0,2,1,5,+2
Dillon Brooks,8:11,0,2,.000,0,1,.000,2,2,1.000,0,0,0,0,0,0,0,1,2,-3
Alperen Şengün,9:10,3,5,.600,0,1,.000,0,0,,1,2,3,2,1,0,0,1,6,-3
Fred VanVleet,9:10,1,3,.333,0,1,.000,0,0,,0,0,0,3,0,0,0,1,2,-3
Jalen Green,8:11,2,5,.400,1,2,.500,0,0,,0,2,2,0,0,0,1,0,5,-3
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
