,Basic Box Score Stats
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Vince Williams Jr.,29:47,1,7,.143,1,4,.250,2,2,1.000,4,7,11,2,0,0,0,3,5,-23
Jaren Jackson Jr.,27:49,5,15,.333,1,3,.333,3,4,.750,1,3,4,2,2,0,0,1,14,-11
Desmond Bane,25:12,9,13,.692,3,5,.600,2,2,1.000,0,1,1,2,1,0,2,3,23,-27
Marcus Smart,23:03,6,14,.429,2,6,.333,3,4,.750,1,2,3,5,1,0,3,1,17,-7
Bismack Biyombo,21:56,1,4,.250,0,0,,0,0,,1,4,5,1,0,1,2,3,2,-28
Reserves,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
David Roddy,28:53,5,9,.556,1,2,.500,4,8,.500,0,0,0,2,0,0,0,0,15,-11
John Konchar,24:57,4,9,.444,1,5,.200,1,1,1.000,3,4,7,3,2,1,1,1,10,-30
Ziaire Williams,24:25,2,8,.250,1,3,.333,2,2,1.000,1,1,2,1,1,1,1,1,7,-16
Xavier Tillman Sr.,21:58,2,7,.286,1,4,.250,1,2,.500,0,3,3,4,1,1,2,0,6,-18
Jacob Gilyard,12:00,2,3,.667,2,3,.667,0,0,,0,0,0,1,0,1,0,0,6,-14
Santi Aldama,Did Not Play
Ja Morant,Did Not Play
Team Totals,240,37,89,.416,13,35,.371,18,25,.720,11,25,36,23,8,5,11,13,105,
,Basic Box Score Stats
Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
Vince Williams Jr.,7:47,1,2,.500,1,2,.500,0,0,,0,3,3,0,0,0,0,0,3,+1
Jaren Jackson Jr.,8:36,2,6,.333,0,1,.000,0,0,,1,1,2,0,1,0,0,0,4,-2
Desmond Bane,9:14,4,5,.800,2,2,1.000,0,0,,0,0,0,1,1,0,2,1,10,-4
Marcus Smart,8:36,1,4,.250,0,1,.000,0,0,,1,1,2,2,0,0,1,1,2,-2
Bismack Biyombo,7:47,1,2,.500,0,0,,0,0,,0,2,2,0,0,1,0,2,2,+1
